Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
52,"R Kozhan, G Viswanath-Natraj","Decentralized stablecoins and collateral risk",2021,"WBS Finance Group Research Paper …","acfr.aut.ac.nz","https://acfr.aut.ac.nz/__data/assets/pdf_file/0004/570307/DAI_Paper_SSRNSeptember2021.pdf","https://scholar.google.com/scholar?cites=4391281551507947838&as_sdt=2005&sciodt=0,5&hl=en",435,"2024-07-30 23:13:48","PDF","","","",,,,,52,17.33,26,2,3,"… of new tokens is decentralized through using autonomous … While DAI’s decentralized method of issuance eliminates … gain utility from its use in Decentralized Finance (DeFi) applications. …","https://acfr.aut.ac.nz/__data/assets/pdf_file/0004/570307/DAI_Paper_SSRNSeptember2021.pdf","https://scholar.google.com/scholar?q=related:PoFbGk738DwJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
6,"M Alirezaie, W Hoffman, P Zabihi, H Rahnama, ...","Decentralized Data and Artificial Intelligence Orchestration for Transparent and Efficient Small and Medium-Sized Enterprises Trade Financing",2024,"Journal of Risk and …","mdpi.com","https://www.mdpi.com/1911-8074/17/1/38","https://scholar.google.com/scholar?cites=5345150378044980348&as_sdt=2005&sciodt=0,5&hl=en",436,"2024-07-30 23:13:48","HTML","","","",,,,,6,6.00,1,5,1,"… This paper introduces a decentralized AI orchestration … , finance rate optimization, and ecosystem risk assessment, ultimately facilitating improved access to pre-shipment trade finance …","https://www.mdpi.com/1911-8074/17/1/38","https://scholar.google.com/scholar?q=related:fHxq8vLJLUoJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
12,"S Chaliasos, MA Charalambous, L Zhou, ...","Smart Contract and DeFi Security Tools: Do They Meet the Needs of Practitioners?",2024,"Proceedings of the 46th …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3597503.3623302","https://scholar.google.com/scholar?cites=960785559869079599&as_sdt=2005&sciodt=0,5&hl=en",437,"2024-07-30 23:13:48","","10.1145/3597503.3623302","","",,,,,12,12.00,3,4,1,"… The growth of the decentralized finance (DeFi) ecosystem built … and auditors working in leading DeFi protocols. Our findings … ever-evolving challenges confronting the DeFi ecosystem. …","https://dl.acm.org/doi/pdf/10.1145/3597503.3623302","https://scholar.google.com/scholar?q=related:L0BSUWBlVQ0J:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
18,"N Boonpeam, W Werapun, ...","The arbitrage system on decentralized exchanges",2021,"2021 18th International …","computing.psu.ac.th","https://www.computing.psu.ac.th/profile/backend/upload/992321922.79911.pdf","https://scholar.google.com/scholar?cites=4770632151999218751&as_sdt=2005&sciodt=0,5&hl=en",438,"2024-07-30 23:13:48","PDF","","","",,,,,18,6.00,6,3,3,"… However, to the best of our knowledge, there is no research works on arbitrage in the Decentralized Exchange (DEX). The DEX recently emerged with a huge amount of trading volume …","https://www.computing.psu.ac.th/profile/backend/upload/992321922.79911.pdf","https://scholar.google.com/scholar?q=related:P4T4laqwNEIJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
28,"S Fan, T Min, X Wu, C Wei","Towards understanding governance tokens in liquidity mining: a case study of decentralized exchanges",2023,"World Wide Web","Springer","https://link.springer.com/article/10.1007/s11280-022-01077-4","https://scholar.google.com/scholar?cites=16339588980080220172&as_sdt=2005&sciodt=0,5&hl=en",439,"2024-07-30 23:13:48","","10.1007/s11280-022-01077-4","","",,,,,28,28.00,7,4,1,"… on the decentralized finance (DeFi) community. Based on data from DeFi Pulse Footnote 7 , … Recently, they are mostly integrated into DeFi projects since they need to distribute rights to …","https://mypage.cuhk.edu.cn/academics/caiwei/paper/papers/SizhengFanMWC2022.pdf","https://scholar.google.com/scholar?q=related:DJiRRZvhweIJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
32,"X Qiao, H Zhu, Y Tang, C Peng","Time-frequency extreme risk spillover network of cryptocurrency coins, DeFi tokens and NFTs",2023,"Finance Research Letters","Elsevier","https://www.sciencedirect.com/science/article/pii/S1544612322006651","https://scholar.google.com/scholar?cites=4164078807645648606&as_sdt=2005&sciodt=0,5&hl=en",440,"2024-07-30 23:13:48","","","","",,,,,32,32.00,8,4,1,"… spillover network among cryptocurrency coins, decentralized finance and non-fungible tokens via … Second, yield farming tokens exacerbate decentralized finance's depreciation risk but …","","https://scholar.google.com/scholar?q=related:3nZzAp3HyTkJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
1,"WS Hsu, IC Lin","Analysis and solution of exploiting vulnerabilities of smart contracts in decentralized financial applications",2021,"Communications of the CCISA","cccisa.ccisa.org.tw","https://cccisa.ccisa.org.tw/article/view/2532","https://scholar.google.com/scholar?cites=10114290038507383479&as_sdt=2005&sciodt=0,5&hl=en",441,"2024-07-30 23:13:48","","","","",,,,,1,0.33,1,2,3,"… Decentralized finance began to flourish after June 2020, and … technology of various decentralized finance (DeFi) protocols … This paper intends to use various common DeFi …","","https://scholar.google.com/scholar?q=related:tyqBxDMtXYwJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
14,"A Tong","The possibility of a decentralized economy in China and the USA",2021,"","mpra.ub.uni-muenchen.de","https://mpra.ub.uni-muenchen.de/id/eprint/109609","https://scholar.google.com/scholar?cites=4633589973596608957&as_sdt=2005&sciodt=0,5&hl=en",442,"2024-07-30 23:13:48","","","","",,,,,14,4.67,14,1,3,"… , decentralized finance has the ability to reduce economic inequality by increasing entry to the best financial investments. Decentralized finance eliminates social barriers in finance, …","https://mpra.ub.uni-muenchen.de/109609/1/MPRA_paper_109609.pdf","https://scholar.google.com/scholar?q=related:vZkJ-4fRTUAJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
11,"S Gunay, JW Goodell, S Muhammed, ...","Frequency connectedness between FinTech, NFT and DeFi: Considering linkages to investor sentiment",2023,"International Review of …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1057521923004416","https://scholar.google.com/scholar?cites=14005920407320159428&as_sdt=2005&sciodt=0,5&hl=en",443,"2024-07-30 23:13:48","","","","",,,,,11,11.00,3,4,1,"… analysis show increasing DeFi and NFT market stresses … We also identify in turn return spillovers from DeFi, NFT, and … Overall, given the importance of digital finance and FinTech, …","","https://scholar.google.com/scholar?q=related:xGS2ZmcGX8IJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
0,"S Wan, D Hu, J Yan, J Hu, X Yang","Leveraging Federated Learning for Unsecured Loan Risk Assessment on Decentralized Finance Lending Platforms",2023,"2023 IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10411541/","",444,"2024-07-30 23:13:48","","","","",,,,,0,0.00,0,5,1,"… system that allows decentralized finance (DeFi) lending … a secure and efficient solution for DeFi platforms to offer unsecured … offers significant advancements for DeFi lending platforms. …","","https://scholar.google.com/scholar?q=related:IH1Z4R1WnJMJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
0,"J Schwartz","Taxation of Decentralized Finance",2022,"Tax Notes (Feb. 7, 2022), www. friedfrank. com/uploads …","friedfrank.com","https://www.friedfrank.com/uploads/siteFiles/Publications/Schwartz%20%2802-07-2022%29.pdf","",445,"2024-07-30 23:13:48","PDF","","","",,,,,0,0.00,0,1,2,"We are experiencing a sea change in the way people transact. You might not have noticed, but others have. Front-end users are beginning to make payments, vote, receive royalties, …","https://www.friedfrank.com/uploads/siteFiles/Publications/Schwartz%20%2802-07-2022%29.pdf","https://scholar.google.com/scholar?q=related:kCuiiicgmPkJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
3,"D Barone","The decentralized finance-violent extremism nexus: ideologies, technical skills, strong and weak points",2019,"SICUREZZA, TERRORISMO E SOCIETÀ","sicurezzaterrorismosocieta.it","http://www.sicurezzaterrorismosocieta.it/wp-content/uploads/2019/11/SicTerSoc_10_2019.pdf#page=42","https://scholar.google.com/scholar?cites=11436788858359745011&as_sdt=2005&sciodt=0,5&hl=en",446,"2024-07-30 23:13:48","PDF","","","",,,,,3,0.60,3,1,5,"… , by depicting the decentralized control of cryptocurrencies as a … ideological justification and opaque financing patterns used by … outcome: turn terrorism financing into an unprecedented …","http://www.sicurezzaterrorismosocieta.it/wp-content/uploads/2019/11/SicTerSoc_10_2019.pdf#page=42","https://scholar.google.com/scholar?q=related:84mtOd-it54J:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
45,"J Costa-Font, J Gil","Exploring the pathways of inequality in health, health care access and financing in decentralized Spain",2009,"Journal of European Social Policy","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0958928709344289","https://scholar.google.com/scholar?cites=15649553181548935755&as_sdt=2005&sciodt=0,5&hl=en",447,"2024-07-30 23:13:48","","10.1177/0958928709344289","","",,,,,45,3.00,23,2,15,"… decentralized governmental structure and availability of data avoid problems of health-system specificity. Moreover, the article uses the decentralized … in access and financing healthcare …","https://eprints.lse.ac.uk/28790/1/LSEHWP9.pdf","https://scholar.google.com/scholar?q=related:S_rOJ7RhLtkJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
0,"R Kim","Foundations for Decentralized Economics: AMM and Staking",,"remyjkim.github.io","","https://remyjkim.github.io/files/Research_Statement_Remy_Kim.pdf","",448,"2024-07-30 23:13:48","PDF","","","",,,,,0,0.00,0,1,,"… Going Forward: I am extremely excited to pursue research in decentralized finance, asset … my colleagues and I will be laying around decentralized finance. A new form of economy calls …","https://remyjkim.github.io/files/Research_Statement_Remy_Kim.pdf","https://scholar.google.com/scholar?q=related:uAeTFTeB6RUJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
0,"C Flynn, KP Bennett, JS Erickson, ...","Enabling Cross-Language Data Integration and Scalable Analytics in Decentralized Finance",2023,"… Conference on Big …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10386383/","",449,"2024-07-30 23:13:48","","","","",,,,,0,0.00,0,4,1,"… decentralized finance (DeFi) space, specifically from DeFi … ”Decentralized Finance Data Engine,” (DFDE) which utilizes the proposed system architecture. Decentralized Finance (DeFi) …","https://arxiv.org/pdf/2311.02272","https://scholar.google.com/scholar?q=related:cUFrhPXWxz8J:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
51,"LW Cong, K Tang, Y Wang, X Zhao","Inclusion and democratization through web3 and defi? initial evidence from the ethereum ecosystem",2023,"","aeaweb.org","https://www.aeaweb.org/conference/2023/program/paper/dNDEdFYE","https://scholar.google.com/scholar?cites=6667556762386184643&as_sdt=2005&sciodt=0,5&hl=en",450,"2024-07-30 23:13:48","PDF","","","",,,,,51,51.00,13,4,1,"… breakthrough in general purpose technology after the Internet, has spurred many innovations in digital payment and decentralized finance (DeFi, which includes lending, stablecoins, …","https://www.aeaweb.org/conference/2023/program/paper/dNDEdFYE","https://scholar.google.com/scholar?q=related:wznIlYzrh1wJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
35,"H Axelsen, JR Jensen, O Ross","When is a DAO Decentralized?",2023,"arXiv preprint arXiv:2304.08160","arxiv.org","https://arxiv.org/abs/2304.08160","https://scholar.google.com/scholar?cites=10067728410637029857&as_sdt=2005&sciodt=0,5&hl=en",451,"2024-07-30 23:13:48","","","","",,,,,35,35.00,12,3,1,"… Further, we contribute to the growing regulatory discourse in crypto assets and decentralized finance by providing a pragmatic assessment tool for regulatory compliance assessment. …","https://arxiv.org/pdf/2304.08160","https://scholar.google.com/scholar?q=related:4dEg-6XBt4sJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
0,"RR Mendes","… mathematics in decentralized finance: comparative analysis of impermanent loss dynamics: unraveling the mechanisms in Balancer, Uniswap, and Curve Finance",2023,"","repository.utl.pt","https://www.repository.utl.pt/handle/10400.5/29720","",452,"2024-07-30 23:13:48","","","","",,,,,0,0.00,0,1,1,"Within the realm of decentralized finance, liquidity providers … choose the most advantageous DeFi protocol to provide … to evaluate which of the four DeFi protocols is likely to be the …","https://www.repository.utl.pt/bitstream/10400.5/29720/1/DM-RRM-2023.pdf","https://scholar.google.com/scholar?q=related:AHIpA2rwWjAJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
0,"D Engel, Y Xue","Check for updates Failure is (literally) an Option: Atomic Commitment vs Optionality in Decentralized Finance",2021,"Stabilization, Safety, and Security of Distributed …","books.google.com","https://books.google.com/books?hl=en&lr=&id=JRpNEAAAQBAJ&oi=fnd&pg=PA66&dq=defi%7Cdecentralized+finance&ots=nEPgMfOGxD&sig=3KdXi0HZfEH_t4UPpqDlfaVROU4","",453,"2024-07-30 23:13:48","","","","",,,,,0,0.00,0,2,3,"… Many aspects of blockchain-based decentralized finance can be understood as an extension … In modern decentralized finance however, failure to complete a protocol can be considered …","","https://scholar.google.com/scholar?q=related:djlYhfbDtJkJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
158,"K Wu, Y Ma, G Huang, X Liu","A first look at blockchain‐based decentralized applications",2021,"Software: Practice and …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/spe.2751","https://scholar.google.com/scholar?cites=11064034265599744989&as_sdt=2005&sciodt=0,5&hl=en",454,"2024-07-30 23:13:48","","10.1002/spe.2751","","",,,,,158,52.67,40,4,3,"With the increasing popularity of blockchain technologies in recent years, blockchain‐based decentralized applications (DApps for short in this paper) have been rapidly developed and …","https://arxiv.org/pdf/1909.00939","https://scholar.google.com/scholar?q=related:3ZvSd4tYi5kJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
26,"S Gärtner, F Flögel","Call for a Spatial Classification of Banking Systems through the Lens of SME Finance--Decentralized versus Centralized Banking in Germany as an Example",2014,"Available at SSRN 2446822","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2446822","https://scholar.google.com/scholar?cites=15576643150783687390&as_sdt=2005&sciodt=0,5&hl=en",455,"2024-07-30 23:13:48","","","","",,,,,26,2.60,13,2,10,"… rather decentralized or centralized, both characteristics (Section 4 and 5) are needed. We define decentralized … whether it is a rather decentralized or centralized banking system. More …","https://www.econstor.eu/bitstream/10419/97512/1/IAT_Discussion_Paper_14_01.pdf","https://scholar.google.com/scholar?q=related:3qp7w2paK9gJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
2,"S Soima","A blockchain-based system for decentralized curation of Finance 4.0 tokens",2020,"","researchgate.net","https://www.researchgate.net/profile/Sergiu-Soima-2/publication/340848936_A_blockchain-based_system_for_decentralized_curation_of_Finance_40_tokens/links/5ea08086299bf143893e37c6/A-blockchain-based-system-for-decentralized-curation-of-Finance-40-tokens.pdf","https://scholar.google.com/scholar?cites=3604840634395625464&as_sdt=2005&sciodt=0,5&hl=en",456,"2024-07-30 23:13:48","PDF","","","",,,,,2,0.50,2,1,4,"… is part of the Finance 4.0 (FIN4) project at the ETH Zurich [8]. FIN4 is a decentralized system … important tokens in a decentralized list called ""the list of accepted Finance 4.0 tokens"". The …","https://www.researchgate.net/profile/Sergiu-Soima-2/publication/340848936_A_blockchain-based_system_for_decentralized_curation_of_Finance_40_tokens/links/5ea08086299bf143893e37c6/A-blockchain-based-system-for-decentralized-curation-of-Finance-40-tokens.pdf","https://scholar.google.com/scholar?q=related:-IcLLXX3BjIJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
